Player,Position,League,Contract Start,Contract End,Age,Overall Score,Potential Score,Player ID,Height,Weight,Preferred Foot,Best Overall,Best Position,Growth,Joined Team,Loan End,Value,Wage,Release Clause,Total Attacking Score,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Total Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Total Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Total Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Total Mentality,Aggression,Interceptions,Attack Position,Vision,Penalties,Composure,Total Defending,Defensive Awareness,Standing Tackle,Sliding tackle,Total Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats,Weak Foot,Skill Moves,Attacking Work Rate,Defensive Work Rate,International Reputation,Body Type,Real Face,Pace/Diving,Shooting/Handling,Passing/Kicking,Dribbling/Reflexes,Defending/Pace,Physical/Positioning
Rodrigo Hernández Cascante,"CDM, CM, CDM",Premier League (England),2019,2027,28,91,91,231866,"191cm / 6'3""",82kg / 181lbs,Right,91,CDM,0,"Jul 4, 2019",N/A,€115.5M,€440K,€213.7M,395,76,74,81,93,71,415,84,86,64,91,90,357,65,66,66,93,67,438,92,83,91,83,89,391,85,84,76,84,62,94,261,92,87,82,49,10,10,7,14,8,2306,488,4,3,N/A,N/A,5,Normal (185+),Yes,66,80,86,84,87,85
Erling Haaland,"ST, ST",Premier League (England),2022,2027,23,91,93,239085,"195cm / 6'5""",94kg / 207lbs,Left,92,ST,2,"Jul 1, 2022",N/A,€172.5M,€420K,€332.1M,404,58,96,83,77,90,367,79,77,62,66,83,414,80,94,77,94,69,438,94,92,76,93,83,391,88,43,96,74,90,87,114,38,47,29,52,7,14,13,11,7,2180,464,3,3,N/A,N/A,5,Unique,Yes,88,92,70,81,45,88
Kevin De Bruyne,"CM, CAM, CM",Premier League (England),2015,2025,33,90,90,192985,"181cm / 5'11""",75kg / 165lbs,Right,90,CM,0,"Aug 30, 2015",N/A,€73.5M,€300K,€136M,411,95,84,55,94,83,447,86,93,83,93,92,379,67,67,75,92,78,407,92,71,79,75,90,407,75,66,88,95,83,88,189,66,70,53,56,15,13,5,10,13,2296,476,5,4,N/A,N/A,5,Unique,Yes,67,87,94,87,65,76
Martin Ødegaard,"CM, CM",Premier League (England),2021,2028,25,89,90,222665,"178cm / 5'10""",68kg / 150lbs,Left,89,CM,1,"Aug 20, 2021",N/A,€122.5M,€240K,€235.8M,394,86,83,55,91,79,438,89,84,85,89,91,400,72,69,85,91,83,376,82,66,88,56,84,376,64,69,84,91,68,87,197,68,72,57,62,14,15,15,8,10,2243,463,2,5,N/A,N/A,4,Lean (170-185),Yes,70,82,89,89,67,66
Virgil van Dijk,"CB, CB",Premier League (England),2018,2025,32,89,89,203376,"193cm / 6'4""",92kg / 203lbs,Right,89,CB,0,"Jan 1, 2018",N/A,€67M,€200K,€124M,317,53,52,87,80,45,363,70,60,70,86,77,345,66,87,54,88,50,399,81,89,72,93,64,349,85,88,47,67,62,90,267,90,91,86,58,13,10,13,11,11,2098,455,3,2,N/A,N/A,5,Unique,Yes,78,60,71,71,89,86
Mohamed Salah,"RW, RM, RW",Premier League (England),2017,2025,32,89,89,209331,"175cm / 5'9""",72kg / 159lbs,Left,89,RW,0,"Jul 1, 2017",N/A,€82M,€220K,€151.7M,400,82+2,90,59,86,83,404,88,84,69,77,86,451,89,89,89,93,91,406,82,79,87,74+1,84,376,63,55,92,85,81,88,122,38,43,41,62,14,14,9,11,14,2221,467,3,4,N/A,N/A,5,Unique,Yes,89,87,83,88,45,75
Alisson Ramses Becker,"GK, GK",Premier League (England),2018,2027,31,89,89,212831,"193cm / 6'4""",91kg / 201lbs,Right,89,GK,0,"Jul 19, 2018",N/A,€54.5M,€130K,€100.8M,139,17,13,29,60,20,164,27,19,18,58,42,273,60,49,40,87,37,270,64,82,32,78,14,140,27,11,13,66,23,66,50,15,19,16,435,86,85,85,90,89,1471,491,3,1,N/A,N/A,5,Unique,Yes,86,85,85,89,56,90
Bukayo Saka,"RW, RM, RW",Premier League (England),2018,2027,22,88+1,90+1,246669,"178cm / 5'10""",65kg / 143lbs,Left,88,RW,2,"Sep 14, 2018",N/A,€121M,€210K,€232.9M,385,87+2,85+1,49,85,79,406,89,85,74,70,88,432,88,84+1,85,87+1,88,382,79,71,86,63,83,388,68,62,85+3,86,87,82,182,60,62,60,50,7,8,13,9,13,2225,470,4,3,N/A,N/A,4,Lean (170-185),Yes,86,83,83,88,60,70
Ederson Santana de Moraes,"GK, GK",Premier League (England),2017,2026,30,88,88,210257,"188cm / 6'2""",86kg / 190lbs,Left,88,GK,0,"Jul 1, 2017",N/A,€61M,€155K,€112.9M,131,20,14,14,65,18,202,30,39,20,68,45,323,64,63,60,88,48,287,68,79,44,78,18,220,38,27,20,70,65,70,52,29,15,8,433,87,82,91,86,87,1648,497,3,1,N/A,N/A,4,Unique,Yes,87,82,91,87,64,86
Bernardo Mota Carvalho e Silva,"CM, RW, CM",Premier League (England),2017,2026,29,88,88,218667,"173cm / 5'8""",64kg / 141lbs,Left,88,CM,0,"Jul 1, 2017",N/A,€89M,€250K,€164.7M,385,84,78,54,91,78,418,93,84,67,82,92,428,83,69,95,89,92,373,79,68,93,54,79,387,78,73,85,87,64,89,214,70,76,68,54,9,10,14,12,9,2259,471,3,4,N/A,N/A,4,Lean (170-185),Yes,75,78,86,92,71,69
