Player,Position,League,Contract Start,Contract End,Age,Overall Score,Potential Score,Player ID,Height,Weight,Preferred Foot,Best Overall,Best Position,Growth,Joined Team,Loan End,Value,Wage,Release Clause,Total Attacking Score,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Total Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Total Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Total Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Total Mentality,Aggression,Interceptions,Attack Position,Vision,Penalties,Composure,Total Defending,Defensive Awareness,Standing Tackle,Sliding tackle,Total Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats,Weak Foot,Skill Moves,Attacking Work Rate,Defensive Work Rate,International Reputation,Body Type,Real Face,Pace/Diving,Shooting/Handling,Passing/Kicking,Dribbling/Reflexes,Defending/Pace,Physical/Positioning
Janis Blaswich,"GK, GK",Bundesliga (Austria),,"Jun 30, 2025 On loan",33,76-1,76-1,204092,"193cm / 6'4""",89kg / 196lbs,Right,76,GK,0,"Jul 1, 2022","Jun 30, 2025",€2.4M,€29K,€0,104,20,18,15,38,13,117,19,29,8,30,31,222,47,38,31,73-1,33,244,53,70,31,74,16,145,39,19,11,46,30,54,38,10,15,13,372,76-1,73-2,70,76,77-3,1242,415,3,1,N/A,N/A,1,Normal (185+),No,76,73,70,77,43,76
Oscar Gloukh,"CAM, LW, CAM",Bundesliga (Austria),2023,2027,20,76,87,274288,"170cm / 5'7""",68kg / 150lbs,Right,78,CAM,11,"Jan 27, 2023",N/A,€16.5M,€15K,€28.1M,318,65,71,52,75,55,370,84,73,67,64,82,399,88,78,87,61,85,307,71,59,71,36,70,282,45,28,67,76,66,78,102,42,32,28,45,6,8,13,13,5,1823,390,4,4,N/A,N/A,1,Normal (170-),No,83,70,71,82,36,48
Robert Žulj,"ST, CAM, ST",Bundesliga (Austria),2022,2027,32,75,75,201290,"189cm / 6'2""",89kg / 196lbs,Right,75,ST,0,"Jul 17, 2022",N/A,€4.6M,€25K,€6.9M,372,74,77,72,77,72,378,74,77,73,75,79,313,54,63,59,71,66,390,78,78,76,81,77,313,56,28,79,79,71,78,109,45,29,35,50,8,12,11,9,10,1925,400,3,3,N/A,N/A,1,Normal (185+),Yes,59,77,76,74,39,75
Aleksandar Dragović,"CB, CB",Bundesliga (Austria),2024,2027,33,75,75,189060,"186cm / 6'1""",84kg / 185lbs,Right,75,CB,0,"Jul 31, 2024",N/A,€2.7M,€16K,€3.9M,273,53,41,75,67,37,295,62,32,61,74,66,307,62,47,64,70,64,340,69,73,66,79,53,349,78,78,63,65,65,73,231,77,78,76,49,10,7,11,13,8,1844,384,4,2,N/A,N/A,2,Normal (185+),Yes,54,51,63,64,77,75
Alexander Schlager,"GK, GK",Bundesliga (Austria),2023,2027,28,74,76,215522,"184cm / 6'0""",77kg / 170lbs,Right,74,GK,2,"Jul 1, 2023",N/A,€3.6M,€11K,€5.7M,89,20,14,17,25,13,84,13,14,16,18,23,241,46,47,34,69,45,208,50,61,24,55,18,101,26,13,6,34,22,33,58,24,18,16,360,73,72,66,73,76,1141,406,3,1,N/A,N/A,1,Normal (170-185),No,73,72,66,76,46,73
Jon Gorenc Stanković,"CDM, CB",Bundesliga (Austria),2020,2027,28,74,75,226129,"190cm / 6'3""",78kg / 172lbs,Right,76,CB,1,"Jul 27, 2020",N/A,€4.1M,€16K,€6.5M,266,41,44,72,70,39,281,64,52,29,64,72,265,43,45,53,70,54,343,59,76,84,86,38,302,69,76,53,64,40,76,226,77,75,74,46,9,10,12,8,7,1729,372,3,2,N/A,N/A,1,Lean (185+),Yes,44,46,59,66,75,82
Otar Kiteishvili,"CAM, CAM",Bundesliga (Austria),2018,2026,28,74,74,245058,"173cm / 5'8""",65kg / 143lbs,Right,74,CAM,0,"Jul 31, 2018",N/A,€4.2M,€17K,€6.3M,336,64,70,63,75,64,349,76,63,58,75,77,379,75,70,78,70,86,327,72,61,78,42,74,363,73,71,72,75,72,72,197,66,68,63,52,11,13,9,6,13,2003,416,5,4,N/A,N/A,1,Normal (170-185),No,72,71,71,77,67,58
Fernando Dos Santos Pedro,"ST, CAM",Bundesliga (Austria),2022,2027,25,73,78,244389,"176cm / 5'9""",75kg / 165lbs,Right,77,CAM,5,"Jun 1, 2022",N/A,€4.5M,€16K,€7.1M,323,57,75,49,73,69,343,79,71,55,61,77,414,87,91,86,74,76,350,78,70,66,62,74,294,66,22,74,69,63,71,116,38,42,36,37,5,9,8,8,7,1877,408,3,4,N/A,N/A,1,Lean (170-185),No,89,74,66,78,37,64
Nicolás Capaldo,"CM, RB, RWB",Bundesliga (Austria),2021,2026,25,73,76,246885,"177cm / 5'10""",73kg / 161lbs,Right,76,RWB,3,"Jul 1, 2021",N/A,€4M,€15K,€6.3M,331,70,70,54,73,64,335,71,65,55,71,73,386,77,76,81,77,75,374,70,74,90,73,67,343,76,68,70,69,60,74,212,71,72,69,50,8,6,13,12,11,2031,435,2,4,N/A,N/A,1,Normal (170-185),No,76,69,70,73,69,78
Kamil Piątkowski,"CB, CB",Bundesliga (Austria),2021,2026,24,73,77,252018,"191cm / 6'3""",87kg / 192lbs,Right,75,CB,4,"Feb 1, 2021",N/A,€3.9M,€13K,€6.1M,272,65,41,72,69,25,297,66,58,34,70,69,375,81,80,74,68,72,372,68,91,82,84,47,300,75,72,59,58,36,68,213,71,71,71,62,13,15,10,12,12,1891,412,4,2,N/A,N/A,1,Normal (185+),No,80,47,64,68,71,82
Lucas Gourna-Douath,"CDM, CM, CDM",Bundesliga (Austria),2022,2027,20,73,83,257271,"185cm / 6'1""",81kg / 179lbs,Right,74,CDM,10,"Jul 13, 2022",N/A,€6.5M,€11K,€11.1M,285,54,48,65,72,46,299,71,42,43,70,73,361,78,74,71,68,70,351,62,82,81,77,49,325,72,72,62,69,50,71,208,67,72,69,46,8,6,6,13,13,1875,411,3,2,N/A,N/A,1,Lean (185+),No,76,52,65,71,70,77
Amar Dedić,"RB, LB, RWB",Bundesliga (Austria),2020,2027,21,73,82,257345,"180cm / 5'11""",74kg / 163lbs,Right,74,RWB,9,"Aug 1, 2020",N/A,€6.5M,€11K,€11.1M,313,74,56,56,68,59,342,72,63,68,69,70,382,83,83,78,64,74,357,67,76,88,69,57,306,68,66,64,64,44,66,204,62,72,70,49,11,6,9,14,9,1953,420,3,3,N/A,N/A,1,Normal (170-185),No,83,58,68,71,66,74
Maurits Kjaergaard,"CM, CAM",Bundesliga (Austria),2019,2026,21,73,83,260876,"192cm / 6'4""",77kg / 170lbs,Left,76,CAM,10,"Jul 5, 2019",N/A,€7M,€12K,€11.9M,339,71,69,59,74,66,362,74,73,69,71,75,361,71,78,74,76,62,384,78,77,77,79,73,352,73,68,73,76,62,67,188,62,65,61,46,9,6,11,12,8,2032,433,3,4,N/A,N/A,1,Lean (185+),No,75,71,73,73,64,77
