Player,Position,League,Contract Start,Contract End,Age,Overall Score,Potential Score,Player ID,Height,Weight,Preferred Foot,Best Overall,Best Position,Growth,Joined Team,Loan End,Value,Wage,Release Clause,Total Attacking Score,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Total Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Total Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Total Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Total Mentality,Aggression,Interceptions,Attack Position,Vision,Penalties,Composure,Total Defending,Defensive Awareness,Standing Tackle,Sliding tackle,Total Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats,Weak Foot,Skill Moves,Attacking Work Rate,Defensive Work Rate,International Reputation,Body Type,Real Face,Pace/Diving,Shooting/Handling,Passing/Kicking,Dribbling/Reflexes,Defending/Pace,Physical/Positioning
Miroslav Stevanović,"RM, RW, RM",Super League (Switzerland),2017,2025,33,75,75,206254,"180cm / 5'11""",72kg / 159lbs,Right,75,RM,0,"Jul 24, 2017",N/A,€3.5M,€20K,€5.3M,351,75,68,70,76,62,359,71,73,71+5,72,72,381,77,78,79,72,75,366,76,77,79,65,69,318,62,41,77,76,62,74,100,22,47,31,59,15,10,11,13,10,1934,404,4,3,N/A,N/A,2,Lean (170-185),No,78,70,75,73,39,69
Renato Steffen,"RW, RM, RW",Super League (Switzerland),2022,2025,32,75,75,210537,"170cm / 5'7""",72kg / 159lbs,Left,75,RW,0,"Aug 30, 2022",N/A,€4.5M,€17K,€6.8M,358,74,69,69,72,74,361,75,79,70,63,74,428,88,85,87,75,93,357,75,77,78,57,70,316,70,46,72,73,55,76,161,52,51,58,55,16,13,12,8,6,2036,424,3,3,N/A,N/A,2,Normal (170-),No,86,70,72,77,53,66
Anton Miranchuk,"CAM, LW, CAM",Super League (Switzerland),2024,2026,28,75-1,75-1,222368,"185cm / 6'1""",79kg / 174lbs,Right,75,CAM,0,"Sep 9, 2024",N/A,€5.5M,€20K,€8M,324,69,73-1,44,78,60,357,73-1,62,72,73,77-1,383,75,77,74,75,82,342,74,63-1,68,68,69,283,39,22,74,77,71,78,86,25,30,31,53,8,6,11,12,16,1828,387,3,3,N/A,N/A,1,Normal (185+),No,76,72,74,75,28,62
Timothé Cognat,"CM, CDM, RM",Super League (Switzerland),2019,2026,26,74,77,244399,"173cm / 5'8""",67kg / 148lbs,Right,77,RM,3,"Jul 1, 2019",N/A,€5.5M,€18K,€8.7M,312,69,65,45,79,54,353,73,70,60,74,76,407,80,77,89,70,91,357,72,66,91,62,66,330,67,64,70,75,54,76,190,64,64,62,48,8,5,12,14,9,1997,426,4,3,N/A,N/A,1,Normal (170-185),No,78,66,74,76,62,70
Marwin Hitz,"GK, GK",Super League (Switzerland),2022,2025,36,74,74,190243,"194cm / 6'4""",91kg / 201lbs,Right,74,GK,0,"Jul 1, 2022",N/A,€475K,€6K,€713K,105,12,25,18,29,21,115,13,15,17,53,17,223,40,46,41,65,31,254,56,70,38,78,12,123,25,23,8,45,22,44,54,25,15,14,370,72,73,75,77,73,1244,412,3,1,N/A,N/A,1,Normal (185+),No,72,73,75,73,42,77
Xherdan Shaqiri,"CAM, RW, CAM",Super League (Switzerland),2024,2027,32,74+1,74+1,193348,"169cm / 5'7""",72kg / 159lbs,Left,74,CAM,0,"Aug 16, 2024",N/A,€3.3M,€15K,€5M,340,77,68,45,77+3,73,398,77,87,82,74,78+1,361,69,66,70,71,85,349,87,63,50,70,79,308,55,42,69,74,68,77,119,30,45,44,59,13,12,12,11,11,1934,397,4,5,N/A,N/A,1,Unique,Yes,67,74,77,77,40,62
Filip Ugrinic,"CAM, CM, RM",Super League (Switzerland),2022,2026,25,74,79,236657,"184cm / 6'0""",88kg / 194lbs,Right,77,RM,5,"Jul 1, 2022",N/A,€6M,€15K,€9.5M,338,72,70,55,77,64,368,75,74,70,73,76,373,75,78,74,69,77,410,82,80,87,86,75,353,75,69,72,73,64,71,209,69,70,70,54,8,10,15,8,13,2105,451,4,3,N/A,N/A,1,Normal (170-185),No,77,73,74,75,68,84
Jordi Quintillà Guasch,"CDM, CM, CM",Super League (Switzerland),2022,2028,30,73,73,210619,"181cm / 5'11""",73kg / 161lbs,Left,74,CM,0,"Jan 22, 2022",N/A,€2.5M,€10K,€3.8M,322,65,65,57,79,56,368,72,74,71,76,75,356,62,67,76,71,80,358,68,67,83,70,70,344,67,69,65,75,68,76,198,68,66,64,51,9,10,12,13,7,1997,418,3,3,N/A,N/A,1,Normal (170-185),No,65,66,74,74,66,73
Chadrac Akolo,"ST, RW, RW",Super League (Switzerland),2022,2025,29,73,73,222825,"172cm / 5'8""",72kg / 159lbs,Right,74,RW,0,"Jul 3, 2022",N/A,€3M,€12K,€4.5M,325,65,77,51,66,66,325,74,67,47,63,74,432,90,89,91,73,89,361,72,75,78,70,66,287,63,26,77,59,62,76,79,26,27,26,49,11,14,7,10,7,1858,402,3,4,N/A,N/A,1,Normal (170-185),Yes,89,73,63,77,29,71
Lawrence Ati Zigi,"GK, GK",Super League (Switzerland),2020,2027,27,73,76,229956,"188cm / 6'2""",87kg / 192lbs,Right,73,GK,3,"Jan 24, 2020",N/A,€3M,€6K,€4.7M,83,14,18,20,22,9,103,11,20,23,25,24,244,45,33,38,71,57,246,49,70,32,75,20,136,30,21,17,44,24,26,49,11,15,23,355,74,69,65,72,75,1216,395,3,1,N/A,N/A,1,Normal (185+),No,74,69,65,75,40,72
